product,product_group,product_type,franchise,gender,margin,yearly_targets,daily_targets,country,channel,rrp,sales_qty,discount,sales,cost price,profit,date,image_url
Product 5U0K7,Group A,Type X,Franchise B,F,0.3,200000,547.9452055,Country C,Channel Y,20,286,0.15,3112,470.7692308,141.2307692,28-05-2022,http://assets.myntassets.com/v1/images/style/properties/3b94b896182e9eb5cb6cc4aa5be6801a_images.jpg
Product NG3D2,Group B,Type Y,Franchise A,F,0.3,200000,547.9452055,Country C,Channel Y,10,303,0.1,2977,366.9230769,110.0769231,12-11-2022,http://assets.myntassets.com/v1/images/style/properties/37d72c60951ca0f40881af33bc60e833_images.jpg
Product MBLA7,Group A,Type Y,Franchise B,F,0.1,200000,547.9452055,Country A,Channel Z,30,316,0.1,4282,1620,162,08-04-2022,http://assets.myntassets.com/v1/images/style/properties/3954decf01ddb6623993c6d746c511c5_images.jpg
Product 0IG0C,Group B,Type Y,Franchise B,F,0.1,300000,821.9178082,Country A,Channel Z,10,313,0.1,3067,515.4545455,51.54545455,02-12-2022,http://assets.myntassets.com/v1/images/style/properties/c2ab99dd15ec496c89019dc88d24d3f6_images.jpg
Product S5YE0,Group C,Type Y,Franchise C,F,0.2,200000,547.9452055,Country A,Channel Y,20,284,0.05,3146,538.3333333,107.6666667,17-02-2022,http://assets.myntassets.com/v1/images/style/properties/Mumbai-Slang-Women-Cream-Kurti_e675134ad2940c2fddf9b9064a78540d_images.jpg
Product PG4CV,Group B,Type Y,Franchise B,F,0.1,200000,547.9452055,Country C,Channel Z,20,314,0.05,3716,1105.454545,110.5454545,23-11-2022,http://assets.myntassets.com/v1/images/style/properties/eec71a37c9ec736b1548cd532b13cfeb_images.jpg
Product 0J8Z5,Group C,Type Z,Franchise C,F,0.2,200000,547.9452055,Country C,Channel Y,30,317,0.1,4309,1507.5,301.5,28-12-2022,http://assets.myntassets.com/v1/images/style/properties/Peperone-Women-Navy-Blue-Handbag_4df816dd4dd5d646c7c3bab0c7e87fea_images.jpg
Product 5PJC2,Group B,Type Y,Franchise C,F,0.3,300000,821.9178082,Country C,Channel Y,30,285,0.05,3497.5,767.3076923,230.1923077,06-12-2022,http://assets.myntassets.com/v1/images/style/properties/4081c1f97236d666f159242c0ac1499f_images.jpg
Product PHEDZ,Group B,Type X,Franchise A,F,0.1,200000,547.9452055,Country C,Channel Y,20,289,0.15,3163,602.7272727,60.27272727,29-10-2022,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Green---Grey-Era-Shoes_8986f3f6b75ac9b2fd47fb20f22d770d_images.jpg
Product BANXA,Group C,Type X,Franchise C,F,0.2,100000,273.9726027,Country C,Channel Y,20,328,0.05,3982,1235,247,28-03-2022,http://assets.myntassets.com/v1/images/style/properties/bbf57bc03a5fd1475252faa209a70b22_images.jpg
Product 4KM5G,Group B,Type X,Franchise C,F,0.3,300000,821.9178082,Country C,Channel Z,20,312,0.1,3616,858.4615385,257.5384615,18-09-2022,http://assets.myntassets.com/v1/images/style/properties/6375e1831eb6df5b9f9901a3c00bbcba_images.jpg
Product ZBRIJ,Group C,Type X,Franchise A,F,0.2,200000,547.9452055,Country A,Channel Z,30,295,0.05,3782.5,1068.75,213.75,11-02-2022,http://assets.myntassets.com/v1/images/style/properties/3bead397ef714c54c4444c4cce1b35cd_images.jpg
Product YVNPU,Group C,Type X,Franchise B,F,0.2,100000,273.9726027,Country C,Channel Z,20,257,0.15,2619,99.16666667,19.83333333,28-02-2022,http://assets.myntassets.com/v1/images/style/properties/2054baf92418543cc53af9d277e51b49_images.jpg
Product H4T4P,Group B,Type X,Franchise B,F,0.2,200000,547.9452055,Country C,Channel Z,10,339,0.15,3256.5,630.4166667,126.0833333,23-12-2022,http://assets.myntassets.com/v1/images/style/properties/Allen-Solly-Woman-Women-Bracelet_fb52800b8686fc15d94888f159cf9209_images.jpg
Product K16GM,Group C,Type X,Franchise C,F,0.3,200000,547.9452055,Country B,Channel X,30,347,0.1,5119,2014.615385,604.3846154,25-03-2022,http://assets.myntassets.com/v1/images/style/properties/8e338031d2c47121ea2b262dac7dc791_images.jpg
Product Y3LQH,Group B,Type X,Franchise C,F,0.1,200000,547.9452055,Country A,Channel Y,20,268,0.1,2824,294.5454545,29.45454545,29-07-2022,http://assets.myntassets.com/v1/images/style/properties/7af1319c8a48caac17777b1efc0cb831_images.jpg
Product 9DNFO,Group B,Type Y,Franchise A,F,0.1,300000,821.9178082,Country A,Channel Z,30,327,0.15,4463.5,1785,178.5,27-07-2022,http://assets.myntassets.com/v1/images/style/properties/a56209f17da420020870403014e744c8_images.jpg
Product PUDXQ,Group C,Type X,Franchise B,F,0.1,300000,821.9178082,Country A,Channel X,20,341,0.15,4047,1406.363636,140.6363636,03-05-2022,http://assets.myntassets.com/v1/images/style/properties/b6ba8c5c476a6170b617603ab82e8c87_images.jpg
Product FK6PO,Group C,Type Z,Franchise A,F,0.3,200000,547.9452055,Country A,Channel Z,10,318,0.1,3112,470.7692308,141.2307692,01-09-2022,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-White-Watch_bf457e1982c3d829876e504ca15d36bf_images.jpg
Product XXPHB,Group B,Type X,Franchise C,F,0.3,200000,547.9452055,Country C,Channel Z,10,346,0.15,3316,627.6923077,188.3076923,21-05-2022,http://assets.myntassets.com/v1/images/style/properties/d45e7b919a13c9c2e8b2f78eb275bd9d_images.jpg
Product KB4RK,Group C,Type Y,Franchise A,F,0.1,200000,547.9452055,Country C,Channel Y,20,288,0.05,3222,656.3636364,65.63636364,11-11-2022,http://assets.myntassets.com/v1/images/style/properties/2e873170fbe4beb5a77eee55cef92766_images.jpg
Product 1KQYX,Group C,Type X,Franchise A,F,0.2,300000,821.9178082,Country B,Channel Z,30,260,0.15,2755,212.5,42.5,09-07-2022,http://assets.myntassets.com/v1/images/style/properties/55ef786235952e593f02a2f0259b1721_images.jpg
Product QS3VN,Group A,Type Z,Franchise C,F,0.2,300000,821.9178082,Country B,Channel Y,30,288,0.1,3526,855,171,02-07-2022,http://assets.myntassets.com/v1/images/style/properties/9186cc5835f9f570ae44115e1dd3afa9_images.jpg
Product ZMM1P,Group B,Type X,Franchise B,F,0.3,100000,273.9726027,Country C,Channel Z,10,313,0.15,3035.5,411.9230769,123.5769231,06-06-2022,http://assets.myntassets.com/v1/images/style/properties/f4915e745c70ce326b3919d4f6069c6b_images.jpg
Product QHGL2,Group B,Type Z,Franchise B,F,0.3,100000,273.9726027,Country A,Channel Z,30,330,0.1,4660,1661.538462,498.4615385,03-11-2022,http://assets.myntassets.com/v1/images/style/properties/97e422e74da7fe700737ef68d187ba67_images.jpg
Product 3EPMB,Group C,Type X,Franchise A,F,0.1,200000,547.9452055,Country C,Channel Z,20,315,0.15,3605,1004.545455,100.4545455,28-09-2022,http://assets.myntassets.com/v1/images/style/properties/c370ae5e84a887bcc96944ddd0c27399_images.jpg
Product QWLLT,Group C,Type Z,Franchise A,F,0.2,200000,547.9452055,Country A,Channel X,20,279,0.05,3051,459.1666667,91.83333333,13-03-2022,http://assets.myntassets.com/v1/images/style/properties/6e70da257e2040ff7823c9e9da1b5a87_images.jpg
Product FHQC2,Group B,Type Y,Franchise A,F,0.3,100000,273.9726027,Country A,Channel Z,10,274,0.15,2704,156.9230769,47.07692308,14-06-2022,http://assets.myntassets.com/v1/images/style/properties/ff3424743c7911d3d4b9ff61565138f9_images.jpg
Product BX10U,Group C,Type Z,Franchise B,F,0.2,200000,547.9452055,Country B,Channel Y,20,273,0.05,2937,364.1666667,72.83333333,23-08-2022,http://assets.myntassets.com/v1/images/style/properties/914b05f0e6f80353629d2eb59a0b2518_images.jpg
Product HR6S6,Group A,Type X,Franchise B,F,0.2,200000,547.9452055,Country B,Channel Z,20,305,0.1,3490,825,165,06-07-2022,http://assets.myntassets.com/v1/images/style/properties/366c42c882f82d843382e94ed60959b5_images.jpg
Product 02B3L,Group A,Type Y,Franchise B,F,0.2,300000,821.9178082,Country C,Channel Z,20,314,0.15,3588,906.6666667,181.3333333,29-01-2022,http://assets.myntassets.com/v1/images/style/properties/5784792dbb234ba401223fda9f0b2fb2_images.jpg
Product C4CVK,Group A,Type X,Franchise A,F,0.2,200000,547.9452055,Country A,Channel Y,20,261,0.1,2698,165,33,29-03-2022,http://assets.myntassets.com/v1/images/style/properties/305d36c3e6a63b8928dbe79176d3117c_images.jpg
Product 9W0XO,Group B,Type Y,Franchise C,F,0.2,200000,547.9452055,Country C,Channel Y,20,313,0.15,3571,892.5,178.5,11-09-2022,http://assets.myntassets.com/v1/images/style/properties/ca6506e469b4aa2840c42103d5e0ad8f_images.jpg
Product 6OZD6,Group A,Type X,Franchise A,F,0.1,300000,821.9178082,Country B,Channel Z,30,338,0.15,4744,2040,204,02-12-2022,http://assets.myntassets.com/v1/images/style/properties/3de65566d817f454427054e97487d2c5_images.jpg
Product PMG9B,Group A,Type Z,Franchise C,F,0.3,100000,273.9726027,Country C,Channel Z,10,345,0.15,3307.5,621.1538462,186.3461538,05-05-2022,http://assets.myntassets.com/v1/images/style/properties/aac1d1375bd77169e8b4c498769b4453_images.jpg
Product KG2QR,Group B,Type Y,Franchise C,F,0.1,100000,273.9726027,Country C,Channel X,20,300,0.15,3350,772.7272727,77.27272727,12-02-2022,http://assets.myntassets.com/v1/images/style/properties/Enamor-Women-Purple-Bra_2f2c64465f974916557e0772344a91dd_images.jpg
Product C3ZLM,Group C,Type Z,Franchise C,F,0.3,300000,821.9178082,Country A,Channel Z,20,334,0.15,3928,1098.461538,329.5384615,21-02-2022,http://assets.myntassets.com/assets/images/29112/2016/9/27/11474956951652-Puma-Women-Pack-of-3-Socks-7511474956951601-1.jpg
Product IV9JT,Group A,Type Z,Franchise C,F,0.1,200000,547.9452055,Country B,Channel Y,10,329,0.15,3171.5,610.4545455,61.04545455,22-10-2022,http://assets.myntassets.com/v1/images/style/properties/fb524c4aa3a23cf55dc079fe68830ecd_images.jpg
Product TWLV9,Group B,Type Y,Franchise A,F,0.1,200000,547.9452055,Country C,Channel Y,20,257,0.15,2619,108.1818182,10.81818182,20-05-2022,http://assets.myntassets.com/v1/images/style/properties/7fa8eb2ea3735838dada4484094ce099_images.jpg
Product IRJFA,Group A,Type Z,Franchise B,F,0.2,300000,821.9178082,Country A,Channel X,30,319,0.05,4466.5,1638.75,327.75,07-05-2022,http://assets.myntassets.com/v1/images/style/properties/71a4e1fa5abfa2146a0ebea59b723d5d_images.jpg
Product BMH4K,Group C,Type X,Franchise A,F,0.2,300000,821.9178082,Country C,Channel Z,10,272,0.1,2698,165,33,14-02-2022,http://assets.myntassets.com/v1/images/style/properties/b5667aaa03787375ba86904694531c4a_images.jpg
Product VHFTP,Group C,Type Y,Franchise C,F,0.1,200000,547.9452055,Country B,Channel X,30,299,0.1,3823,1202.727273,120.2727273,27-01-2022,http://assets.myntassets.com/v1/images/style/properties/3d9b29e3dea9120708ed81b904c82dc4_images.jpg
Product MTQA2,Group A,Type Y,Franchise B,F,0.3,300000,821.9178082,Country C,Channel Z,20,316,0.15,3622,863.0769231,258.9230769,18-12-2022,http://assets.myntassets.com/v1/images/style/properties/bd337ee5fd6448600d484dbc55e354e4_images.jpg
Product T2901,Group A,Type Y,Franchise A,F,0.2,100000,273.9726027,Country C,Channel X,30,259,0.05,2756.5,213.75,42.75,19-06-2022,http://assets.myntassets.com/v1/images/style/properties/cd86abdee8834de4aa0447b73cdcdd0c_images.jpg
Product 7VN45,Group C,Type Y,Franchise C,F,0.3,300000,821.9178082,Country A,Channel X,30,252,0.05,2557,43.84615385,13.15384615,23-08-2022,http://assets.myntassets.com/v1/images/style/properties/fccc4ca2fcce00803d7628ed5c259fbc_images.jpg
Product OLCYM,Group B,Type Z,Franchise A,F,0.1,300000,821.9178082,Country B,Channel Y,10,268,0.05,2671,155.4545455,15.54545455,03-11-2022,http://assets.myntassets.com/v1/images/style/properties/2b6a95deedb1c844304a7f948250af68_images.jpg
Product 5JVF4,Group B,Type Z,Franchise A,F,0.1,300000,821.9178082,Country A,Channel Z,20,322,0.15,3724,1112.727273,111.2727273,22-11-2022,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-Purple-Handbag_6dc5170532961488a8e9d8a0c08e5b83_images.jpg
Product A9Y2D,Group C,Type X,Franchise B,F,0.2,300000,821.9178082,Country A,Channel Y,20,264,0.15,2738,198.3333333,39.66666667,30-04-2022,http://assets.myntassets.com/v1/images/style/properties/4fac53e9b5424ee2f2b1654edefcf9f3_images.jpg
Product BGQPI,Group C,Type X,Franchise C,F,0.3,100000,273.9726027,Country C,Channel Z,20,341,0.1,4138,1260,378,15-01-2022,http://assets.myntassets.com/v1/images/style/properties/63e470550f37313dc6bcfe68c2b6e680_images.jpg
Product FK01I,Group A,Type Y,Franchise A,F,0.1,100000,273.9726027,Country A,Channel Y,10,330,0.1,3220,654.5454545,65.45454545,26-10-2022,http://assets.myntassets.com/v1/images/style/properties/e7ba99095178e6ff6e6cf905e7b2b6d4_images.jpg
Product TJF7M,Group C,Type Y,Franchise B,F,0.2,200000,547.9452055,Country C,Channel X,30,342,0.1,4984,2070,414,08-01-2022,http://assets.myntassets.com/v1/images/style/properties/Morellato-Women-Bronze-Dial-Watch_7edfa4f32c4bcd42764b9d5695e82527_images.jpg
Product 2DM6G,Group B,Type Y,Franchise B,F,0.2,300000,821.9178082,Country B,Channel Z,30,261,0.1,2797,247.5,49.5,03-11-2022,http://assets.myntassets.com/v1/images/style/properties/Titan-Men-Titan-Watches-White-Watches_211ca38de82dd051bbbc5a9aa33565fe_images.jpg
Product RIDKM,Group A,Type Y,Franchise B,F,0.1,300000,821.9178082,Country C,Channel X,20,292,0.05,3298,725.4545455,72.54545455,15-04-2022,http://assets.myntassets.com/v1/images/style/properties/bd171dc91cff27d1b34166d0539567ac_images.jpg
Product NAP6K,Group B,Type X,Franchise A,F,0.3,300000,821.9178082,Country A,Channel Z,20,328,0.15,3826,1020,306,20-04-2022,http://assets.myntassets.com/v1/images/style/properties/Helix-Women-Green-Dial-Watch_41f6fc8482fd17810105aaf224ad8f40_images.jpg
Product SLAQH,Group C,Type Y,Franchise C,F,0.3,100000,273.9726027,Country A,Channel Y,10,264,0.05,2633,102.3076923,30.69230769,14-12-2022,http://assets.myntassets.com/v1/images/style/properties/976ff1902b8fbd39c6c36429364f2e1b_images.jpg
Product DN6QT,Group B,Type X,Franchise A,F,0.2,200000,547.9452055,Country A,Channel X,30,343,0.1,5011,2092.5,418.5,21-03-2022,http://assets.myntassets.com/v1/images/style/properties/e65df8c2028c30829794b717449796c3_images.jpg
Product OJ4TU,Group C,Type Y,Franchise A,F,0.3,200000,547.9452055,Country A,Channel Z,30,262,0.15,2806,235.3846154,70.61538462,02-03-2022,http://assets.myntassets.com/v1/images/style/properties/cd80c8c3512ef6446fa8476e3bed3285_images.jpg
Product YYLAB,Group B,Type Z,Franchise A,F,0.2,100000,273.9726027,Country B,Channel Z,20,338,0.1,4084,1320,264,17-10-2022,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Women-Multicoloured-Striped-Top_76b9c04beb051d91bdcb7b3aef58b4e8_images.jpg
Product WG8HM,Group A,Type Y,Franchise C,F,0.1,100000,273.9726027,Country C,Channel Z,30,289,0.15,3494.5,904.0909091,90.40909091,20-03-2022,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Kids-Boy-Solid-Brown-Trousers_80a7a44c67c90cd05255b58ac84d366e_images.jpg
Product AX8A5,Group B,Type X,Franchise B,F,0.1,300000,821.9178082,Country A,Channel Z,30,264,0.15,2857,324.5454545,32.45454545,15-08-2022,http://assets.myntassets.com/v1/images/style/properties/ef2a4d1cf737dd6ce1412be27979891c_images.jpg
Product RQWEA,Group A,Type X,Franchise B,F,0.2,300000,821.9178082,Country B,Channel X,20,288,0.1,3184,570,114,05-01-2022,http://assets.myntassets.com/v1/images/style/properties/cb0347bee90b6cc1e6e785241d0a246e_images.jpg
Product 0RW9Z,Group A,Type Y,Franchise A,F,0.3,100000,273.9726027,Country A,Channel Y,30,307,0.05,4124.5,1249.615385,374.8846154,30-03-2022,http://assets.myntassets.com/v1/images/style/properties/78697e51fc64e69ef59fec8e4a98bb02_images.jpg
Product IICK7,Group A,Type Y,Franchise C,F,0.2,200000,547.9452055,Country B,Channel Z,30,315,0.15,4157.5,1381.25,276.25,17-08-2022,http://assets.myntassets.com/v1/images/style/properties/4c5a824570499b10fd868889c206f799_images.jpg
Product OCJJH,Group C,Type Y,Franchise A,F,0.1,200000,547.9452055,Country C,Channel Z,10,342,0.1,3328,752.7272727,75.27272727,15-10-2022,http://assets.myntassets.com/v1/images/style/properties/d5a8d310098c8c4b3303d9356f8b76f5_images.jpg
Product 4JKIO,Group C,Type Y,Franchise A,F,0.3,200000,547.9452055,Country C,Channel Z,30,312,0.1,4174,1287.692308,386.3076923,25-09-2022,http://assets.myntassets.com/v1/images/style/properties/Franco-Leone-Men-Dark-Brown-Formal-Shoes_a6960feb0858f028113fe4f768fd9aa7_images.jpg
Product RSUUB,Group C,Type Z,Franchise A,F,0.2,100000,273.9726027,Country B,Channel Y,10,310,0.05,3070,475,95,09-07-2022,http://assets.myntassets.com/v1/images/style/properties/Bulchee-Men-Red-Leather-Belt3a42ce641f668d0ed1d88ef867b6b62d_images.jpg
Product GXUV3,Group B,Type Z,Franchise A,F,0.1,200000,547.9452055,Country C,Channel Z,20,255,0.1,2590,81.81818182,8.181818182,04-09-2022,http://assets.myntassets.com/v1/images/style/properties/6d10ba9366448feb420b5c79466b10e7_images.jpg
Product CB9NR,Group A,Type X,Franchise A,F,0.1,300000,821.9178082,Country C,Channel Z,20,271,0.05,2899,362.7272727,36.27272727,02-08-2022,http://assets.myntassets.com/v1/images/style/properties/c3393d282c5d0045c1fd0b1a75e39741_images.jpg
Product BKJ8U,Group B,Type X,Franchise B,F,0.1,300000,821.9178082,Country B,Channel Y,10,259,0.15,2576.5,69.54545455,6.954545455,28-08-2022,http://assets.myntassets.com/v1/images/style/properties/59adcc25bc20fb817f5917d74fed0aca_images.jpg
Product 7XTX2,Group C,Type X,Franchise B,F,0.1,200000,547.9452055,Country A,Channel X,20,278,0.15,2976,432.7272727,43.27272727,01-05-2022,http://assets.myntassets.com/v1/images/style/properties/808d248a752fdb5f489943c7cad645ee_images.jpg
Product G6V31,Group B,Type Z,Franchise C,F,0.3,100000,273.9726027,Country B,Channel Z,20,308,0.05,3602,847.6923077,254.3076923,10-12-2022,http://assets.myntassets.com/v1/images/style/properties/1e3cb58d8cfbe569beda023675ba0483_images.jpg
Product 4XMBH,Group A,Type Y,Franchise A,F,0.3,300000,821.9178082,Country A,Channel Y,30,271,0.05,3098.5,460.3846154,138.1153846,25-11-2022,http://assets.myntassets.com/v1/images/style/properties/81e64708e5ab719e8306446916ae922b_images.jpg
Product Z5Y2R,Group C,Type Y,Franchise B,F,0.2,300000,821.9178082,Country B,Channel Z,30,290,0.15,3520,850,170,26-10-2022,http://assets.myntassets.com/v1/images/style/properties/1e9e5dbdb641be91669baf0ffb5cdb21_images.jpg
Product M7PV5,Group C,Type X,Franchise A,F,0.3,200000,547.9452055,Country C,Channel X,20,276,0.1,2968,360,108,24-01-2022,http://assets.myntassets.com/v1/images/style/properties/44d41c9e628e2114990628c0f4bd7586_images.jpg
Product DEV6E,Group B,Type Y,Franchise B,F,0.3,300000,821.9178082,Country A,Channel X,10,313,0.15,3035.5,411.9230769,123.5769231,08-03-2022,http://assets.myntassets.com/v1/images/style/properties/fd04d8adbd0e10688d5ec00e677a187f_images.jpg
Product A6SXH,Group B,Type X,Franchise C,F,0.3,200000,547.9452055,Country B,Channel Y,20,323,0.1,3814,1010.769231,303.2307692,25-05-2022,http://assets.myntassets.com/v1/images/style/properties/a3c56817a3bd764d32d2f27b35ce5637_images.jpg
Product Z0FDA,Group B,Type Y,Franchise C,F,0.3,100000,273.9726027,Country A,Channel Z,10,276,0.1,2734,180,54,17-02-2022,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-Black-Digital-Watch_a5fb7069d022504037b585029cd084e1_images.jpg
Product VLTJZ,Group A,Type Z,Franchise C,F,0.3,100000,273.9726027,Country B,Channel X,30,348,0.1,5146,2035.384615,610.6153846,09-10-2022,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-Stone-Grey-Handbag_0c10c657066a0cae2a38209900675de4_images.jpg
Product KTJAD,Group B,Type Y,Franchise A,F,0.3,100000,273.9726027,Country B,Channel X,10,293,0.1,2887,297.6923077,89.30769231,23-06-2022,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Receptor-Navy-Sports-Sandals_c52fff61c336160cdbfbe954cb1d12ed_images.jpg
Product P4C2T,Group A,Type Y,Franchise A,F,0.2,200000,547.9452055,Country A,Channel X,20,294,0.05,3336,696.6666667,139.3333333,13-05-2022,http://assets.myntassets.com/v1/images/style/properties/08946b753ee8a772c1c1f8e54c6286cd_images.jpg
Product KKAE7,Group A,Type Y,Franchise A,F,0.2,200000,547.9452055,Country A,Channel Z,20,307,0.05,3583,902.5,180.5,22-11-2022,http://assets.myntassets.com/v1/images/style/properties/Aneri-Women-Blue---Purple-Salwar-Suit_67a6cbefa5239efcb33eb8f2c3a4d24e_images.jpg
Product A2WHO,Group B,Type Z,Franchise C,F,0.2,100000,273.9726027,Country C,Channel Z,30,340,0.05,5065,2137.5,427.5,05-11-2022,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Black-Etra-Slim-Fit-Trousers_5af7a7ff4aaf94c4ee2545a1fd207fc3_images.jpg
Product C9BF7,Group B,Type X,Franchise C,F,0.1,100000,273.9726027,Country B,Channel Y,20,265,0.15,2755,231.8181818,23.18181818,06-06-2022,http://assets.myntassets.com/v1/images/style/properties/Image-Men-Classic-Eyewear-Black-Sunglasses_5ddf0cceee8bab70b09ab49c82991c78_images.jpg
Product ATSMF,Group A,Type Y,Franchise C,F,0.3,200000,547.9452055,Country A,Channel Z,20,258,0.15,2636,104.6153846,31.38461538,06-03-2022,http://assets.myntassets.com/v1/images/style/properties/a474424074485fd2562fb484b78ee179_images.jpg
Product 98O0I,Group C,Type X,Franchise B,F,0.1,300000,821.9178082,Country B,Channel Z,10,331,0.1,3229,662.7272727,66.27272727,30-11-2022,http://assets.myntassets.com/v1/images/style/properties/77c75e8f3a8f5d99142f53578af9d453_images.jpg
Product RIC3I,Group A,Type Z,Franchise C,F,0.3,100000,273.9726027,Country A,Channel Y,20,289,0.15,3163,510,153,03-05-2022,http://assets.myntassets.com/v1/images/style/properties/3c0b76472f22ef7d534512720d38067b_images.jpg
Product PMC0D,Group C,Type X,Franchise A,F,0.3,200000,547.9452055,Country C,Channel Y,20,335,0.15,3945,1111.538462,333.4615385,28-03-2022,http://assets.myntassets.com/v1/images/style/properties/cf3fd2271253307a42ce41919d6ae2ac_images.jpg
Product 0CTHK,Group B,Type Y,Franchise A,F,0.3,200000,547.9452055,Country C,Channel X,10,304,0.15,2959,353.0769231,105.9230769,12-10-2022,http://assets.myntassets.com/v1/images/style/properties/28f36538e95b60405dbe9d168ac00cb9_images.jpg
Product 4EJN6,Group B,Type Z,Franchise C,F,0.1,200000,547.9452055,Country C,Channel X,20,332,0.05,4058,1416.363636,141.6363636,04-06-2022,http://assets.myntassets.com/v1/images/style/properties/377d92d9a73cffd5c8eb94351cd800b8_images.jpg
Product MH9FW,Group A,Type Y,Franchise B,F,0.3,100000,273.9726027,Country C,Channel Z,20,340,0.15,4030,1176.923077,353.0769231,01-03-2022,http://assets.myntassets.com/v1/images/style/properties/46633b882cd1a13c3b54b6b028345533_images.jpg
Product G051L,Group A,Type Z,Franchise A,F,0.3,300000,821.9178082,Country A,Channel Y,10,322,0.15,3112,470.7692308,141.2307692,18-11-2022,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Navy-ORSON-LACE-LEATHER-Casual-Shoes_ab896b7d68b6b57dbef40d426819d6b8_images.jpg
Product YSE6N,Group B,Type Z,Franchise A,F,0.3,200000,547.9452055,Country C,Channel X,20,331,0.1,3958,1121.538462,336.4615385,30-04-2022,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Party-Collection-Black-Sandal_c2123218f8a47cfeadcdcee58c8a2bcc_images.jpg
Product D5ZR9,Group A,Type Y,Franchise B,F,0.3,300000,821.9178082,Country B,Channel Z,10,298,0.15,2908,313.8461538,94.15384615,09-06-2022,http://assets.myntassets.com/v1/images/style/properties/41c0eb951493957045c196557c201140_images.jpg
Product PKWYG,Group C,Type Y,Franchise C,F,0.3,200000,547.9452055,Country C,Channel X,10,335,0.1,3265,588.4615385,176.5384615,22-04-2022,http://assets.myntassets.com/v1/images/style/properties/Tonga-Women-White-Top_c47816b924461020d27ee7d61dfbeec4_images.jpg
Product BAKQ5,Group A,Type Y,Franchise A,F,0.3,100000,273.9726027,Country A,Channel Z,30,256,0.1,2662,124.6153846,37.38461538,05-12-2022,http://assets.myntassets.com/v1/images/style/properties/b666c56cfdf8cd678989ba0c39bab708_images.jpg
Product T1CPO,Group B,Type Z,Franchise A,F,0.2,100000,273.9726027,Country B,Channel Y,20,339,0.05,4191,1409.166667,281.8333333,11-05-2022,http://assets.myntassets.com/v1/images/style/properties/85b827ee02ee726a14b4cd0202829a56_images.jpg
Product 9ZT5O,Group A,Type X,Franchise C,F,0.1,100000,273.9726027,Country C,Channel Z,10,344,0.15,3299,726.3636364,72.63636364,01-02-2022,http://assets.myntassets.com/v1/images/style/properties/a327e840683a7a170b38cf41fbfa0de8_images.jpg
Product ATA58,Group B,Type Z,Franchise B,F,0.3,300000,821.9178082,Country B,Channel Z,20,302,0.15,3384,680,204,10-07-2022,http://assets.myntassets.com/v1/images/style/properties/f4d01ccf299ea723103c96886b182f7a_images.jpg
Product XUSBD,Group B,Type X,Franchise A,F,0.2,200000,547.9452055,Country B,Channel Y,20,347,0.15,4149,1374.166667,274.8333333,19-01-2022,http://assets.myntassets.com/assets/images/11348/2016/7/22/11469191489534-Lee-Men-Navy-Blue-Powell-Fit-Jeans-2321469191489012-1.jpg
Product YSY66,Group A,Type Z,Franchise C,F,0.3,300000,821.9178082,Country A,Channel Z,30,322,0.15,4336,1412.307692,423.6923077,18-10-2022,http://assets.myntassets.com/v1/images/style/properties/00151ff747ecd0822548bc03eae08649_images.jpg
Product HK0EL,Group A,Type X,Franchise B,F,0.3,300000,821.9178082,Country C,Channel X,30,345,0.1,5065,1973.076923,591.9230769,05-02-2022,http://assets.myntassets.com/v1/images/style/properties/1b2907313963244f8cec84e5e46758d0_images.jpg
Product EYEUR,Group C,Type Z,Franchise C,F,0.1,100000,273.9726027,Country B,Channel Y,20,349,0.05,4381,1710,171,22-09-2022,http://assets.myntassets.com/v1/images/style/properties/4529303510e0ec8adf14d704a2f8edd9_images.jpg
Product I2IA0,Group A,Type X,Franchise C,F,0.1,300000,821.9178082,Country B,Channel X,30,295,0.15,3647.5,1043.181818,104.3181818,12-01-2022,http://assets.myntassets.com/v1/images/style/properties/f054ba05bc4e50107fa6160296549f20_images.jpg
Product MMINS,Group B,Type X,Franchise C,F,0.2,200000,547.9452055,Country C,Channel Z,30,293,0.15,3596.5,913.75,182.75,21-10-2022,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Purple-T-shirt_74cdf53f2b1ae2a367c7f45fe4ec908d_images.jpg
Product 6BNOY,Group C,Type Y,Franchise B,F,0.1,200000,547.9452055,Country A,Channel X,30,323,0.15,4361.5,1692.272727,169.2272727,20-12-2022,http://assets.myntassets.com/v1/images/style/properties/a7f1a17d79390d0a3bf3ecd303683875_images.jpg
